DEU;VERIFICAR LANDER;https://www.autokennzeichen.info/
DEU;VERIFICAR DÍGITO DE CONTROL PERMISO DE CIRCULACIÓN;https://www.kneifel.de/TSN_Pruefziffer.php
DEU;ITV GTÜ;https://www.gtue.de/assets/ubsuche/relaunch/ubsuche_form.php
DEU;ITV – TÚV SÚD;https://auto-serviceportal.tuev-sued.de/suche_anonym/suche_kennzeichen
DEU;SOA;https://www.zentralruf.de/online-anfrage/anfrageformular
BEL;ESTADO DE MATRICULACIÓN - ITV;http://www.mobilit.fgov.be/WebdivPub_FR/wmvpstv1_fr?SUBSESSIONID=1368399
BEL;VERIFICAR MATRÍCULA Y VIN;https://rendez-vous.autosecurite.be/public/booking-process/vehicle?bkpId=e1zYkN
BEL;COMPROBAR ENTREGA O ANULACIÓN DE MATRÍCULA;https://www.bpost.be/lpo-public-web/searchPublicCimRequest.do?method=search
BEL;COMPAÑÍAS SOA BÉLGICA;https://www.assurances.be/compagnies-assurances-assureurs
BGR;ITV;https://rta.government.bg/services/check-inspection/index.html
BGR;SOA;http://eisoukr.guaranteefund.org/searchpolicy?pc=null&l=en
FRA;CARTA VERDE;https://www.bcf.asso.fr/sinistre-carte-verte/recherche-de-correspondant/
FRA;INFORMACIÓN DEL VEHÍCULO;https://siv-auto.fr/
FRA;HISTORIAL DEL VEHÍCULO;https://siv.interieur.gouv.fr/map-usg-ui/do/csa_retour_dem_certificat
FRA;VERIFICAR MARCA Y MODELO;https://autorigin.com/
FRA;IDENTIFICACIÓN VEHÍCULOS;https://begin.mongrossiste.fr/Vehicle/Search?cmsRequest=1&retUrl=http%3A%2F%2Fbegin.mongrossiste.fr%2F
FRA;CENTROS ITV;https://www.utac-otc.com/
FRA;VERIFICAR PROCESO DE TRANSACCIÓN VEHÍCULOS;https://immatriculation.ants.gouv.fr/
FRA;COMPROBAR EMPRESA ITV;https://www.utac-otc.com/vehicule_leger/Pages/Dernier-Lieu-passage.aspx
FRA;ASIGNACIÓN MATRICULA WW;http://stni.free.fr/observations/siv/historique/ww/
FRA;COMPROVACIÓN PROVISIONAL PNC;https://www.securite-routiere.gouv.fr/resultats-du-permis-de-conduire#/step-connexion
NLD;EXPORTACIÓN VEHÍCULOS;https://publiek.vwe.nl//
NLD;VERIFICAR PERMISO DE CIRCULACIÓN;https://documentnummercontroleren.rdw.nl/geldig
NLD;COMPROBAR VEHÍCULO;https://dagwaarde.nl/?kenteken
NLD;RDW – ESTADO DEL VEHÍCULO – SOA - ITV;https://ovi.rdw.nl/default.aspx
ITA;SOA;https://www.ilportaledellautomobilista.it/web/portale-automobilista/verifica-copertura-rc
ITA;SOA 2;https://servizi.ivass.it/RuirPubblica/
ITA;VEHÍCULOS ROBADOS;https://crimnet.dcpc.interno.gov.it/crimnet/it/veicoli/request.php
ITA;DOCUMENTOS ROBADOS;https://crimnet.dcpc.interno.gov.it/crimnet/ricerca-documenti-rubati-smarriti
ITA;CONSULTAR CERTIFICADO DE PROPIEDAD DIGITAL;https://iservizi.aci.it/consultacdpd/
ITA;VERIFICAR MATRÍCULA;https://www.sevim.it/gratis/targa.asp
ITA;ITV;https://www.ilportaledellautomobilista.it/web/portale-automobilista/verifica-ultima-revisione
POR;MATRÍCULAS CANCELADAS;https://www.imt-ip.pt/MatriculasCanceladas/matriculas.asp
POR;VERIFICAR MATRÍCULA Y VIN;https://www.automovelonline.mj.pt/AutoOnlineProd/FrontOfficeController?action=validaMatricula&url=FrontOfficeController%3Faction%3Dpedidocertidao&contr=FrontOfficeController
POR;ITV;https://www.imt-ip.pt/sites/IMTT/Portugues/Links-Extra/Simuladores/InspeccaoVeiculos/Paginas/Paginaparalistagemdesubmenu.aspx
POR;SOA;https://www.asf.com.pt/isp/Templates/Atendimento/PesquisaVeiculoSeguro.aspx?FRAMELESS=false&NRNODEGUID=%7b09089E16-115D-4C82-9C64-FDA43D5FF098%7d&NRORIGINALURL=%2fNR%2fexeres%2f019EEB91-E357-4A7C-8BD2-B62293701692%2ehtm&NRCACHEHINT=Guest%20
ROU;SOA;https://www.aida.info.ro/polite-rca
ROU;ITV 1;https://prog.rarom.ro/rarpol/rarpol.asp
ROU;ITV 2;https://www.rarom.ro/date_vehicul/D355747
ROU;HISTORIAL ITV;https://pro.rarom.ro/istoric_vehicul/dosar_vehicul.aspx
ROU;VERIFICAR ESTADO DE REGISTRO DEL VEHÍCULO;https://www.drpciv.ro/drpciv-forms/vehicle
ROU;VERIFICAR EMISIÓN DEL PERMISO DE CIRCULACIÓN;https://www.drpciv.ro/drpciv-forms/certificate
GBR;SOA;https://ownvehicle.askmid.com/
GBR;HISTORIAL ITV;https://www.check-mot.service.gov.uk/?_ga=1.104601859.2015535669.1446228244
GBR;TOTAL CARCHECK;https://totalcarcheck.co.uk/
GBR;DVLA – ESTADO DEL VEHÍCULO – ITV;https://vehicleenquiry.service.gov.uk/
GBR;CAR DATA CHECK;https://www.cardatachecks.co.uk/
POL;registro de vehículos ;https://historiapojazdu.gov.pl/strona-glowna
POL;INFORMACIÓN SOA;https://www.ufg.pl/infoportal/faces/pages_home-page?_afr Loop=10615005077137613&_afrWindowMode=0&_adf.ctrl-state= 11b1biid5d_139
RUS;WEB oficial de policía de Tráfico (GIBB) ;https://xn--90adear.xn--p1ai/check/auto/
RUS;ITV (EIASTO) ;https://eaisto.me/
UKR;Departamento de Tráfico de Ucrania ;https://pol.hsc.gov.ua/perevirka-svidotstva-pro-reyestratsiyu-avto/
GBR;BASE DE DATOS SOA UK;https://cbd.mtsbu.ua/MTSBU_Pages/Tree.aspx?autoauth=true
LTU;SITUACIÓN ADMINISTRATIVA DEL VEHÍCULO ;https://www.eregitra.lt/services/vehicle-registration/data-search
SVN;SITUACIÓN ADMINISTRATIVA DEL VEHÍCULO ;https://e-uprava.gov.si/javne-evidence/motorna-vozila.html 
SVN;VERIFICAR SOA;https://raz.zav-zdruzenje.si/euinfocenter/Search.aspx 
EST;SOA  ;https://vs.lkf.ee/pls/xlk/!sysadm.ic_insurance_cover_pkt.show_form?p_purpose=CLAIM&p_lang=ENG
EST;SITUACIÓN ADMINISTRATIVA DEL VEHÍCULO ;https://eteenindus.mnt.ee/public/soidukTaustakontroll.jsf 
SVK;OFICINA SOA;https://www.skp.sk/weben/indexen.htm#xl_xr_page_index 
SVK;CONTROL DE EMISIONES CO2;https://www.seka.sk/verejnost/sluzby/overenie-emisnej-kontroly 
SVK;ITV   ;https://www.testek.sk/?lang=sk&menuid=406 
SVK;control de originalidad ;https://www.ko.sk/Home.aspx?Menu=id:Kontrola 
CZE;SOA. ;https://ic.ckp.cz/ICwww/servlet?_page=searchSPZ&lngID=2 
CZE;verificar todas las inspecciones técnicas ;https://www.kontrolatachometru.cz/ 
CZE;DENUCNIA POR SUSTRACIÓN;https://aplikace.policie.cz/patrani-vozidla/ 